stock_no,product_size,cost,product_type,buy_date,product_name
5457,7.97,259.12,furniture,2021-05-23,bed
5458,6.78,663.18,clothing,2020-03-26,skirt
5459,3.02,299.17,food,2019-06-21,noodles
5460,1.05,310.86,clothing,2020-04-25,dress
5461,6.02,287.86,clothing,2016-04-12,shirt
5462,3.61,620.75,clothing,2018-12-16,jeans
5463,8.13,814.47,clothing,2017-10-15,tie
5464,3.81,366.48,furniture,2017-01-24,desk
5465,0.89,435.69,furniture,2016-08-22,dining table
5466,1.07,139.36,furniture,2015-10-10,bed
5467,7.46,48.81,clothing,2015-03-17,tie
5468,8.11,535.24,furniture,2018-02-13,cot
5469,9.89,320.81,clothing,2018-08-30,dress
5470,2.7,661.04,food,2020-12-22,chicken
5471,7.97,357.03,food,2019-06-14,rice
5472,2.91,537.46,clothing,2017-08-09,socks
5473,7.37,498.45,clothing,2015-01-30,dress
5474,7.22,470.07,furniture,2018-09-15,press
5475,2.77,265.73,clothing,2021-06-08,trousers
5476,0.53,981.15,furniture,2018-12-25,desk
5477,3.97,318.02,furniture,2020-10-18,dining table
5478,3.95,368.69,furniture,2015-10-07,desk
5479,9.12,761.27,food,2019-02-05,yoghurt
5480,0.26,816.96,furniture,2019-09-09,cot
5481,9.19,832.98,furniture,2018-03-04,desk
5482,8.49,465.69,furniture,2019-05-06,cot
5483,7.47,965.77,food,2019-07-17,rice
5484,0.99,57.91,furniture,2021-11-13,sofa
5485,2.76,213.65,clothing,2019-04-06,trousers
5486,9.22,818.07,furniture,2015-04-24,cot
5487,2.53,579.45,clothing,2015-09-04,jeans
5488,2.02,873.21,furniture,2020-03-11,shelves
5489,5.1,866.71,food,2016-12-15,ice cream
5490,1.43,424.51,food,2015-07-09,chicken
5491,9.89,786.64,furniture,2016-10-04,cot
5492,1.51,64.9,furniture,2020-09-26,dining table
5493,3.44,361.44,furniture,2021-03-03,dining table
5494,5.29,533.49,food,2020-04-23,chicken
5495,2.0,515.21,clothing,2020-07-13,shirt
5496,4.16,280.87,food,2015-04-24,beef
5497,2.57,28.47,food,2020-03-12,yoghurt
5498,3.08,108.32,furniture,2018-01-06,sofa
5499,6.97,92.12,food,2016-07-22,wrap
5500,7.71,964.03,food,2017-06-08,yoghurt
5501,8.29,964.25,food,2018-05-09,noodles
5502,1.98,203.6,food,2018-10-11,roll
5503,1.2,706.25,clothing,2021-09-11,dress
5504,2.41,450.19,food,2020-05-17,quinoa
5505,2.57,760.1,furniture,2018-01-24,sofa
5506,5.77,865.26,clothing,2016-11-11,shirt
5507,7.46,783.34,furniture,2021-07-24,shelves
5508,9.4,159.07,clothing,2019-09-21,jeans
5509,5.33,956.73,food,2019-10-30,roll
5510,5.34,376.08,furniture,2019-03-10,press
5511,4.97,131.56,food,2016-02-15,sauce
5512,6.0,689.15,clothing,2015-12-24,skirt
5513,4.95,157.34,clothing,2020-07-28,polo
5514,6.56,783.06,food,2021-09-10,quinoa
5515,3.6,699.76,furniture,2021-07-27,press
5516,6.58,996.2,furniture,2018-02-24,chair
5517,0.78,315.2,food,2020-07-29,rice
5518,2.69,452.62,food,2015-08-22,rice
5519,6.56,928.36,food,2020-07-02,rice
5520,4.06,774.65,food,2021-05-29,roll
5521,2.01,524.76,clothing,2016-06-03,polo
5522,5.96,183.86,food,2021-12-26,quinoa
5523,0.74,628.98,furniture,2021-05-10,shelves
5524,0.32,698.01,furniture,2018-05-05,sofa
5525,8.74,901.27,clothing,2015-06-02,polo
5526,4.2,374.56,clothing,2018-08-15,trousers
5527,4.01,697.39,clothing,2018-09-29,socks
5528,9.04,921.37,food,2015-08-27,noodles
5529,4.21,420.67,clothing,2020-08-01,socks
5530,8.41,246.05,clothing,2016-01-15,jeans
5531,9.97,983.7,furniture,2019-01-24,press
5532,0.46,120.59,clothing,2021-04-10,trousers
5533,3.39,537.22,food,2016-04-05,sauce
5534,2.93,814.79,food,2015-04-07,chicken
5535,9.03,60.49,food,2017-09-18,quinoa
5536,1.9,243.68,furniture,2020-05-30,bed
5537,3.24,878.81,furniture,2017-08-19,press
5538,9.21,698.79,clothing,2019-08-14,socks
5539,0.04,918.05,clothing,2016-05-23,underwear
5540,4.48,36.44,food,2015-09-28,noodles
5541,4.2,699.48,food,2021-08-30,whey
5542,2.14,653.36,clothing,2015-11-23,trousers
5543,3.86,423.25,clothing,2020-01-07,skirt
5544,1.47,704.89,clothing,2021-07-23,shirt
5545,1.88,361.75,furniture,2015-04-08,bed
5546,6.3,691.05,food,2020-05-27,bread
5547,0.08,300.63,food,2020-08-25,quinoa
5548,2.03,889.29,furniture,2020-08-17,chair
5549,3.29,501.43,furniture,2019-04-25,bed
5550,9.46,296.96,furniture,2020-04-27,press
5551,3.06,118.8,clothing,2021-08-31,socks
5552,4.88,399.08,clothing,2019-11-27,trousers
5553,1.74,106.93,food,2019-10-04,wrap
5554,9.43,291.38,clothing,2020-11-09,tie
5555,6.09,593.15,food,2017-09-29,wrap
5556,7.63,394.62,furniture,2021-11-20,sofa
5557,2.39,110.26,food,2019-06-16,chicken
5558,0.6,212.24,food,2020-12-04,quinoa
5559,8.59,126.37,food,2018-11-22,whey
5560,9.93,505.59,furniture,2017-02-19,chair
5561,2.54,765.24,food,2020-04-26,wrap
5562,7.92,47.74,furniture,2018-05-28,desk
5563,1.96,488.44,clothing,2019-07-24,socks
5564,2.46,491.54,furniture,2019-12-08,cot
5565,1.09,936.46,food,2021-09-24,wrap
5566,0.05,828.38,clothing,2018-05-29,trousers
5567,5.71,112.05,food,2019-05-31,sauce
5568,4.94,653.33,furniture,2017-05-13,shelves
5569,7.71,980.91,clothing,2017-08-05,dress
5570,0.27,665.15,furniture,2017-07-09,bed
5571,9.06,573.32,furniture,2019-09-03,shelves
5572,2.03,466.15,clothing,2019-05-11,shirt
5573,0.26,502.71,furniture,2016-05-30,bed
5574,2.04,495.32,food,2016-03-05,chicken
5575,5.76,423.81,food,2017-06-03,yoghurt
5576,1.81,552.25,clothing,2016-04-10,tie
5577,6.27,324.91,food,2018-11-11,roll
5578,7.31,463.02,clothing,2016-04-22,dress
5579,0.17,665.47,food,2021-12-26,roll
5580,3.39,258.29,food,2016-04-29,chicken
5581,7.5,182.22,food,2020-09-03,bread
5582,3.26,733.03,food,2017-09-27,quinoa
5583,8.96,841.53,food,2017-12-28,ice cream
5584,4.95,998.2,clothing,2016-02-14,tie
5585,1.93,887.67,furniture,2021-07-28,cot
5586,6.52,784.01,clothing,2017-03-18,skirt
5587,4.57,793.68,furniture,2017-05-02,desk
5588,6.69,226.05,food,2018-04-06,roll
5589,0.64,306.24,clothing,2018-01-12,dress
5590,7.14,56.84,furniture,2018-08-22,bed
5591,1.01,677.34,clothing,2017-02-25,underwear
5592,5.15,504.65,furniture,2018-09-29,chair
5593,3.32,689.22,furniture,2017-12-16,press
5594,5.55,558.83,clothing,2018-02-13,skirt
5595,6.13,795.99,furniture,2017-07-26,press
5596,6.55,864.66,food,2020-11-06,roll
5597,3.72,648.73,food,2018-06-17,wrap
5598,7.43,142.27,furniture,2020-10-12,desk
5599,0.59,730.08,food,2016-05-11,ice cream
5600,0.33,432.44,clothing,2018-09-20,tie
5601,9.28,89.64,clothing,2016-10-03,dress
5602,5.2,663.56,food,2019-01-22,ice cream
5603,0.68,941.02,food,2017-02-14,roll
5604,0.82,576.22,food,2017-03-20,ice cream
5605,2.66,723.61,furniture,2016-01-13,desk
5606,2.6,9.28,food,2019-01-07,noodles
5607,6.85,353.3,food,2018-04-15,bread
5608,5.18,649.01,food,2021-09-18,quinoa
5609,0.49,590.71,food,2021-09-01,whey
5610,4.68,791.2,clothing,2019-10-07,tie
5611,4.08,560.41,clothing,2015-07-16,underwear
5612,7.01,147.95,clothing,2016-08-24,trousers
5613,2.6,753.89,furniture,2017-05-19,desk
5614,6.52,37.23,furniture,2021-07-09,desk
5615,0.82,699.17,food,2019-01-01,whey
5616,2.83,999.45,furniture,2017-12-29,cot
5617,1.85,98.63,furniture,2015-04-11,sofa
5618,8.24,206.14,furniture,2020-01-02,sofa
5619,4.09,448.1,furniture,2017-05-06,cot
5620,3.17,242.59,furniture,2017-09-11,dining table
5621,8.36,604.54,furniture,2019-02-27,press
5622,8.42,81.38,furniture,2015-11-17,chair
5623,6.3,733.02,clothing,2017-11-06,underwear
5624,8.46,236.04,furniture,2016-05-26,bed
5625,6.71,863.68,furniture,2019-03-18,desk
5626,2.93,621.14,food,2016-08-22,beef
5627,3.86,554.72,furniture,2020-12-04,bed
5628,9.54,788.49,food,2015-11-02,chicken
5629,0.88,12.55,furniture,2019-03-13,sofa
5630,8.18,880.98,furniture,2015-10-07,cot
5631,4.27,554.91,food,2015-06-25,whey
5632,2.68,252.15,food,2021-01-10,yoghurt
5633,3.51,578.71,food,2018-06-17,yoghurt
5634,3.58,156.37,food,2020-12-04,beef
5635,1.64,113.14,furniture,2017-05-15,press
5636,3.52,547.51,furniture,2016-01-15,cot
5637,6.99,205.74,clothing,2017-09-04,trousers
5638,6.81,433.86,furniture,2019-07-17,sofa
5639,3.06,220.04,furniture,2020-10-19,bed
5640,5.77,279.88,clothing,2021-02-12,trousers
5641,4.42,33.11,clothing,2018-08-11,jeans
5642,8.85,567.65,furniture,2019-07-04,press
5643,3.39,615.41,furniture,2018-04-13,desk
5644,9.24,982.9,furniture,2020-04-30,press
5645,8.0,315.58,clothing,2021-06-20,jeans
5646,6.44,927.65,food,2017-06-06,sauce
5647,0.17,737.13,food,2016-11-21,quinoa
5648,0.59,772.92,clothing,2021-08-27,underwear
5649,8.87,647.4,food,2016-02-24,whey
5650,7.87,709.51,food,2015-02-18,rice
5651,2.45,195.79,clothing,2021-06-16,jeans
5652,0.27,75.42,clothing,2020-11-01,tie
5653,0.87,215.88,furniture,2018-07-28,shelves
5654,9.63,110.38,furniture,2016-09-20,chair
5655,3.98,395.68,clothing,2020-08-23,socks
5656,4.68,731.6,clothing,2020-06-24,socks
5657,7.37,166.71,furniture,2020-03-02,shelves
5658,9.29,840.69,furniture,2015-03-21,bed
5659,6.7,361.4,food,2018-07-14,whey
5660,4.11,317.89,clothing,2019-06-13,skirt
5661,4.54,913.69,clothing,2021-08-20,t-shirt
5662,8.6,916.2,furniture,2019-09-17,press
5663,2.68,348.5,food,2021-12-10,noodles
5664,9.22,665.58,furniture,2017-12-30,press
5665,4.39,935.59,furniture,2019-09-03,sofa
5666,5.23,663.12,furniture,2016-07-21,shelves
5667,1.84,274.31,clothing,2016-03-29,shirt
5668,0.55,765.9,clothing,2020-06-02,polo
5669,4.72,222.51,food,2020-12-18,wrap
5670,8.02,101.89,furniture,2019-02-05,bed
5671,6.57,602.13,clothing,2020-06-26,tie
5672,9.74,787.23,clothing,2021-06-01,shirt
5673,2.23,142.54,food,2016-06-27,sauce
5674,5.25,582.11,food,2017-10-27,rice
5675,5.46,465.03,furniture,2020-12-08,desk
5676,0.97,321.05,furniture,2018-03-10,sofa
5677,9.3,941.56,furniture,2019-12-14,press
5678,2.45,806.2,furniture,2019-02-15,press
5679,0.24,707.78,food,2018-07-10,chicken
5680,1.57,882.11,food,2016-04-13,sauce
5681,8.08,217.69,furniture,2018-03-11,bed
5682,1.49,404.11,food,2019-04-20,rice
5683,3.58,271.19,clothing,2020-06-12,tie
5684,2.22,328.81,furniture,2019-09-12,dining table
5685,8.8,760.01,food,2019-11-04,rice
5686,7.92,703.1,food,2021-03-21,sauce
5687,0.86,260.18,food,2019-11-26,rice
5688,3.97,650.4,furniture,2020-09-27,dining table
5689,2.66,315.85,clothing,2015-08-27,tie
5690,5.34,42.11,clothing,2018-08-06,underwear
5691,0.09,364.86,clothing,2020-05-15,tie
5692,2.3,423.8,clothing,2021-01-04,t-shirt
5693,8.4,734.96,food,2021-05-21,chicken
5694,2.5,887.5,furniture,2019-03-13,shelves
5695,5.99,817.4,food,2016-06-14,noodles
5696,4.2,366.6,furniture,2020-01-14,chair
5697,2.67,641.09,furniture,2018-10-30,bed
5698,0.95,697.11,furniture,2018-01-31,cot
5699,8.17,789.94,furniture,2018-04-20,dining table
5700,8.68,751.32,food,2019-05-29,yoghurt
5701,6.42,559.99,clothing,2019-12-01,skirt
5702,6.64,522.73,clothing,2017-11-29,socks
5703,2.42,469.61,clothing,2016-10-08,polo
5704,4.33,254.11,food,2017-02-26,sauce
5705,6.06,460.64,furniture,2020-12-07,dining table
5706,7.18,559.7,clothing,2017-06-03,socks
5707,9.66,20.96,furniture,2016-02-19,chair
5708,5.77,517.87,clothing,2016-12-18,shirt
5709,7.08,86.18,furniture,2018-11-04,dining table
5710,3.66,341.28,food,2018-01-26,whey
5711,2.69,891.91,food,2020-03-25,rice
5712,9.45,615.4,furniture,2020-08-30,cot
5713,0.86,526.34,clothing,2017-09-16,t-shirt
5714,5.55,586.66,food,2017-12-10,sauce
5715,2.89,665.8,clothing,2015-12-29,shirt
5716,8.05,462.5,furniture,2020-11-17,sofa
5717,4.61,285.36,furniture,2015-04-04,shelves
5718,3.06,136.75,food,2016-04-18,wrap
5719,0.1,88.61,furniture,2018-04-29,dining table
5720,7.56,132.05,clothing,2016-10-05,skirt
5721,5.93,2.3,food,2021-03-27,rice
5722,5.88,43.44,food,2019-02-11,quinoa
5723,9.0,185.22,clothing,2016-07-29,underwear
5724,5.84,154.56,clothing,2018-11-11,polo
5725,8.87,459.37,food,2020-07-07,bread
5726,2.77,144.0,food,2017-07-01,rice
5727,5.83,883.14,food,2019-06-28,roll
5728,6.12,690.9,food,2019-03-06,ice cream
5729,2.53,770.75,clothing,2015-05-30,tie
5730,4.71,895.51,furniture,2015-07-07,shelves
5731,5.05,40.74,clothing,2017-03-11,polo
5732,3.8,906.89,food,2017-06-25,quinoa
5733,7.52,534.29,furniture,2015-04-12,shelves
5734,4.05,545.49,furniture,2019-12-29,shelves
5735,2.71,972.57,furniture,2017-07-22,dining table
5736,4.07,72.39,food,2019-06-27,whey
5737,1.26,940.98,furniture,2021-10-28,sofa
5738,5.78,513.66,furniture,2015-01-28,desk
5739,9.16,82.79,furniture,2021-11-27,sofa
5740,2.21,658.02,clothing,2021-01-17,dress
5741,4.05,717.81,food,2018-03-02,whey
5742,6.02,287.88,clothing,2015-10-12,t-shirt
5743,1.85,959.24,food,2019-11-24,bread
5744,0.14,496.06,food,2016-09-01,quinoa
5745,5.66,988.54,clothing,2021-08-05,skirt
5746,9.16,709.47,food,2019-06-24,roll
5747,6.82,102.63,furniture,2018-12-12,chair
5748,2.4,285.24,food,2017-04-30,sauce
5749,1.9,565.08,furniture,2017-03-14,bed
5750,9.42,881.28,clothing,2017-07-28,dress
5751,2.04,577.32,clothing,2020-02-02,trousers
5752,5.71,763.63,food,2020-03-10,ice cream
5753,2.27,776.6,food,2018-05-17,noodles
5754,6.55,142.74,clothing,2018-06-13,socks
5755,3.95,873.83,food,2019-09-27,chicken
5756,1.51,903.34,food,2015-11-12,bread
5757,2.81,886.15,furniture,2018-05-20,bed
5758,2.6,617.57,clothing,2016-10-29,shirt
5759,4.69,628.01,clothing,2017-04-26,shirt
5760,3.2,231.97,furniture,2018-07-17,bed
5761,6.06,139.86,clothing,2015-03-30,polo
5762,5.07,532.9,clothing,2020-12-21,dress
5763,7.37,580.33,clothing,2020-03-16,tie
5764,6.03,984.98,clothing,2017-09-08,underwear
5765,4.83,565.12,furniture,2015-02-23,chair
5766,5.55,47.83,clothing,2016-12-04,tie
5767,7.41,14.72,furniture,2018-08-25,chair
5768,6.83,398.24,food,2021-03-22,chicken
5769,0.39,270.79,clothing,2021-07-29,dress
5770,2.45,695.97,clothing,2019-07-15,trousers
5771,3.96,707.31,food,2021-05-20,rice
5772,5.95,785.47,clothing,2019-05-25,shirt
5773,2.44,10.55,clothing,2017-10-27,polo
5774,7.38,547.49,furniture,2021-11-01,sofa
5775,8.85,908.13,furniture,2021-04-01,press
5776,8.7,595.36,furniture,2017-10-05,bed
5777,3.5,957.92,food,2019-01-03,beef
5778,6.84,760.21,furniture,2020-06-23,shelves
5779,4.24,588.97,food,2017-05-10,bread
5780,7.54,418.0,clothing,2021-03-21,underwear
5781,5.67,88.92,food,2016-06-30,ice cream
5782,2.23,734.31,food,2019-08-13,beef
5783,7.15,146.86,food,2020-12-13,quinoa
5784,4.01,596.73,furniture,2020-08-21,press
5785,5.78,980.22,furniture,2015-09-22,sofa
5786,0.18,645.61,furniture,2019-09-11,bed
5787,4.56,640.21,clothing,2018-01-30,tie
5788,0.64,950.34,food,2019-08-24,yoghurt
5789,5.44,452.58,food,2020-09-29,beef
5790,1.91,610.03,clothing,2019-08-07,t-shirt
5791,1.66,177.84,furniture,2017-06-06,desk
5792,5.23,338.46,furniture,2017-08-07,sofa
5793,8.03,994.33,food,2016-10-24,yoghurt
5794,7.37,771.06,food,2018-11-24,whey
5795,7.49,818.81,clothing,2015-04-20,skirt
5796,4.07,113.42,furniture,2017-04-24,shelves
5797,2.36,496.52,clothing,2017-01-08,dress
5798,5.38,59.16,food,2017-11-21,bread
5799,6.03,68.82,furniture,2021-07-27,press
5800,1.27,122.47,furniture,2020-07-19,desk
5801,3.28,85.96,furniture,2018-05-20,press
5802,4.47,530.27,clothing,2021-10-22,jeans
5803,3.04,614.99,food,2020-06-07,bread
5804,2.55,322.26,clothing,2019-04-14,dress
5805,9.22,64.32,clothing,2018-04-12,tie
5806,0.85,399.79,food,2021-05-15,rice
5807,9.58,77.4,food,2018-09-24,rice
5808,5.56,302.65,food,2018-06-02,sauce
5809,3.04,698.69,food,2021-07-11,quinoa
5810,5.64,61.56,food,2020-09-03,yoghurt
5811,7.13,70.63,clothing,2016-03-23,dress
5812,6.18,982.07,clothing,2015-01-17,skirt
5813,9.55,320.67,clothing,2015-03-13,polo
5814,2.64,468.19,furniture,2018-06-04,dining table
5815,0.54,181.07,clothing,2015-11-16,dress
5816,9.31,65.56,furniture,2020-06-29,bed
5817,5.17,689.5,clothing,2021-03-19,trousers
5818,6.09,716.13,food,2021-02-27,ice cream
5819,4.33,933.07,clothing,2020-05-25,dress
5820,9.63,525.56,furniture,2018-04-02,sofa
5821,3.1,932.1,furniture,2021-07-03,chair
5822,6.08,13.61,clothing,2015-07-04,skirt
5823,8.7,171.87,furniture,2020-10-01,dining table
5824,3.41,708.39,clothing,2017-09-28,dress
5825,1.63,978.58,clothing,2020-12-04,skirt
5826,9.13,191.05,food,2019-06-03,rice
5827,1.21,634.41,food,2018-02-17,quinoa
5828,5.46,530.57,food,2021-07-24,rice
5829,5.44,303.97,furniture,2017-01-04,press
5830,7.74,885.53,food,2015-01-02,yoghurt
5831,8.92,761.67,clothing,2016-04-16,tie
5832,8.06,283.93,clothing,2017-06-12,t-shirt
5833,5.19,676.11,food,2018-04-21,whey
5834,8.52,43.65,furniture,2021-10-13,bed
5835,0.78,87.8,food,2018-10-01,quinoa
5836,6.25,324.52,clothing,2017-03-18,trousers
5837,7.24,754.9,food,2019-06-19,yoghurt
5838,2.48,793.5,furniture,2020-03-31,press
5839,5.04,842.67,food,2021-05-31,chicken
5840,1.74,35.25,clothing,2019-08-15,t-shirt
5841,9.16,652.39,clothing,2016-01-12,polo
5842,1.72,570.29,clothing,2017-06-19,tie
5843,1.12,732.19,clothing,2016-09-11,underwear
5844,3.08,798.79,food,2019-10-30,yoghurt
5845,0.02,518.57,food,2020-05-09,whey
5846,5.77,90.19,clothing,2017-01-13,shirt
5847,2.2,596.69,furniture,2018-05-13,desk
5848,5.21,863.85,furniture,2018-04-24,sofa
5849,4.97,486.8,furniture,2019-06-16,sofa
5850,9.19,621.65,furniture,2021-05-21,shelves
5851,9.71,386.65,furniture,2015-10-20,bed
5852,2.27,663.85,food,2017-03-02,wrap
5853,0.58,866.85,furniture,2021-02-16,shelves
5854,8.53,476.6,food,2016-03-19,whey
5855,6.57,727.08,furniture,2019-07-19,sofa
5856,6.48,936.66,furniture,2021-08-13,sofa
5857,5.66,851.08,food,2020-01-11,ice cream
5858,2.19,757.78,clothing,2015-07-24,skirt
5859,2.11,863.05,furniture,2016-12-19,cot
5860,9.59,496.69,clothing,2017-02-08,skirt
5861,5.03,689.35,furniture,2021-10-22,bed
5862,3.85,995.57,furniture,2019-12-25,dining table
5863,2.74,177.21,furniture,2020-03-02,dining table
5864,6.02,401.33,food,2018-12-07,yoghurt
5865,7.51,751.65,clothing,2018-10-04,shirt
5866,5.57,286.93,clothing,2019-01-09,polo
5867,1.44,491.67,clothing,2017-06-13,t-shirt
5868,8.07,599.46,clothing,2017-12-29,socks
5869,4.86,628.49,clothing,2015-01-03,jeans
5870,6.26,877.24,food,2021-11-23,chicken
5871,9.65,291.83,clothing,2017-12-07,socks
5872,6.09,662.67,furniture,2021-02-07,bed
5873,5.89,980.61,clothing,2018-08-04,underwear
5874,8.87,86.74,furniture,2019-09-01,press
5875,8.18,604.05,furniture,2016-10-12,cot
5876,7.14,286.35,clothing,2017-08-15,trousers
5877,8.33,191.7,furniture,2015-10-04,sofa
5878,7.7,847.22,food,2021-05-24,ice cream
5879,1.55,634.62,food,2018-06-05,bread
5880,5.0,553.31,clothing,2021-01-01,skirt
5881,2.24,27.04,food,2016-06-30,roll
5882,9.45,675.27,clothing,2019-10-30,jeans
5883,1.47,480.0,clothing,2021-04-27,socks
5884,7.45,839.99,clothing,2016-01-25,dress
5885,5.97,609.1,furniture,2020-10-16,press
5886,4.1,760.84,furniture,2017-12-22,press
5887,4.6,323.78,food,2017-09-26,chicken
5888,0.56,493.49,food,2018-11-02,noodles
5889,7.57,339.43,food,2020-08-19,sauce
5890,5.61,532.11,clothing,2018-06-10,shirt
5891,7.67,811.37,clothing,2021-10-15,socks
5892,4.47,536.31,furniture,2015-05-27,bed
5893,4.77,349.73,food,2017-11-05,bread
5894,3.1,282.86,clothing,2016-01-18,t-shirt
5895,7.41,657.84,clothing,2017-06-26,polo
5896,1.82,845.73,furniture,2018-12-03,bed
5897,7.1,90.23,furniture,2018-07-20,cot
5898,3.29,782.45,clothing,2015-02-15,shirt
5899,6.37,134.67,clothing,2020-11-10,skirt
5900,1.5,122.87,furniture,2016-06-11,dining table
5901,6.74,334.24,clothing,2021-11-27,trousers
5902,9.3,43.49,food,2015-10-28,rice
5903,3.79,958.96,food,2019-06-14,whey
5904,4.22,939.02,food,2016-10-11,ice cream
5905,4.8,576.54,clothing,2020-09-26,jeans
5906,2.47,979.11,furniture,2021-06-13,desk
5907,4.08,14.73,clothing,2017-12-17,tie
5908,1.5,941.24,furniture,2021-12-25,shelves
5909,7.26,940.72,food,2018-04-28,whey
5910,6.76,420.79,clothing,2021-04-30,tie
5911,3.52,636.79,furniture,2017-05-13,dining table
5912,4.23,895.96,clothing,2016-10-30,jeans
5913,2.09,748.47,food,2015-12-01,rice
5914,7.66,370.75,furniture,2015-02-18,press
5915,7.96,396.94,food,2017-07-17,yoghurt
5916,9.71,803.88,food,2018-03-13,yoghurt
5917,0.91,345.4,food,2020-04-01,whey
5918,4.1,210.76,food,2015-10-20,beef
5919,4.88,715.6,furniture,2021-11-01,sofa
5920,0.9,447.66,clothing,2020-07-14,socks
5921,2.73,811.12,furniture,2015-05-17,sofa
5922,8.14,949.06,furniture,2020-03-05,press
5923,5.38,65.89,food,2016-03-02,wrap
5924,6.1,522.54,food,2017-05-17,bread
5925,1.65,864.04,clothing,2019-07-15,jeans
5926,2.71,123.5,clothing,2017-05-02,t-shirt
5927,5.91,589.44,furniture,2018-08-31,press
5928,1.66,921.42,clothing,2021-08-18,jeans
5929,9.89,121.17,clothing,2019-01-05,shirt
5930,9.95,62.26,furniture,2017-06-07,bed
5931,1.86,508.72,clothing,2019-06-25,skirt
5932,6.87,985.77,clothing,2015-07-31,socks
5933,6.47,38.51,food,2020-11-06,whey
5934,5.72,616.0,furniture,2015-05-21,press
5935,0.11,306.25,furniture,2017-07-17,bed
5936,0.54,611.15,food,2019-09-27,quinoa
5937,7.33,647.29,food,2015-05-19,ice cream
5938,3.36,480.36,food,2017-04-02,wrap
5939,2.53,715.51,furniture,2019-10-25,press
5940,1.8,49.35,clothing,2016-06-20,trousers
5941,3.45,723.21,food,2016-10-22,wrap
5942,7.32,728.34,furniture,2020-09-06,cot
5943,8.43,978.9,clothing,2021-02-08,skirt
5944,3.21,545.83,food,2020-02-05,quinoa
5945,7.91,108.21,furniture,2021-01-17,chair
5946,7.06,463.95,clothing,2016-09-26,trousers
5947,7.59,84.09,furniture,2015-10-25,cot
5948,8.99,981.43,food,2017-09-26,beef
5949,9.81,54.61,food,2015-01-06,roll
5950,0.23,302.74,furniture,2016-08-07,press
5951,5.05,868.25,clothing,2016-08-29,dress
5952,0.0,841.84,clothing,2018-02-23,dress
5953,6.08,640.1,clothing,2017-12-09,skirt
5954,3.79,865.23,clothing,2017-08-08,tie
5955,0.94,383.35,clothing,2016-05-05,jeans
5956,5.52,992.16,furniture,2018-08-30,dining table
5957,0.31,914.43,furniture,2017-10-27,shelves
5958,2.82,582.6,furniture,2020-09-24,chair
5959,6.07,540.23,furniture,2016-08-31,press
5960,1.3,635.54,food,2020-03-27,noodles
5961,1.55,943.71,food,2021-12-01,wrap
5962,5.13,53.81,food,2015-11-12,bread
5963,2.56,807.97,food,2020-10-01,ice cream
5964,4.31,906.01,clothing,2020-09-29,jeans
5965,3.45,740.77,clothing,2020-08-03,jeans
5966,2.65,530.74,furniture,2015-07-01,shelves
5967,6.52,352.86,food,2015-01-23,rice
5968,0.98,599.51,clothing,2018-09-09,skirt
5969,2.52,152.0,clothing,2017-09-19,socks
5970,5.7,688.59,furniture,2018-03-26,sofa
5971,7.27,255.59,food,2017-07-22,whey
5972,1.09,986.33,food,2016-04-30,yoghurt
5973,2.28,424.26,clothing,2019-05-24,skirt
5974,0.94,540.15,clothing,2016-02-12,trousers
5975,7.11,392.47,clothing,2019-12-05,underwear
5976,2.45,635.21,clothing,2019-06-06,trousers
5977,6.38,931.21,food,2017-06-18,roll
5978,9.71,162.5,clothing,2018-11-28,t-shirt
5979,7.68,27.84,food,2020-06-07,rice
5980,6.83,395.11,food,2020-05-10,chicken
5981,5.64,684.54,food,2018-01-21,noodles
5982,0.51,309.88,food,2016-02-03,yoghurt
5983,4.61,745.99,furniture,2016-01-20,shelves
5984,5.11,218.71,furniture,2020-01-03,shelves
5985,8.02,791.15,clothing,2015-07-04,trousers
5986,8.2,260.9,furniture,2017-12-07,bed
5987,5.47,874.62,clothing,2021-07-18,t-shirt
5988,0.28,211.22,food,2018-11-18,noodles
5989,2.58,629.86,furniture,2020-08-22,sofa
5990,5.37,648.8,clothing,2021-08-07,tie
5991,8.01,697.17,clothing,2015-07-17,polo
5992,7.28,415.13,clothing,2017-06-01,socks
5993,7.25,310.75,furniture,2021-12-03,desk
5994,8.53,915.34,furniture,2017-08-01,shelves
5995,5.62,392.77,furniture,2020-05-15,sofa
5996,7.63,1.95,furniture,2016-05-18,bed
5997,9.34,283.02,food,2021-12-07,wrap
5998,9.28,88.64,clothing,2018-06-24,shirt
5999,6.78,482.95,food,2019-02-22,sauce
6000,3.04,371.78,clothing,2015-03-26,shirt
6001,0.26,186.69,food,2020-01-13,chicken
6002,8.56,314.67,food,2018-08-02,whey
6003,5.42,341.41,clothing,2018-07-17,socks
6004,0.98,11.0,clothing,2020-05-16,skirt
6005,8.9,889.59,furniture,2016-09-04,dining table
6006,0.63,586.33,clothing,2021-03-31,socks
6007,1.93,977.97,food,2021-11-25,quinoa
6008,0.65,329.55,food,2015-03-19,chicken
6009,8.67,908.35,clothing,2019-07-02,dress
6010,5.55,946.35,food,2016-07-10,bread
6011,7.87,801.77,food,2020-10-21,chicken
6012,2.54,629.47,clothing,2019-11-01,t-shirt
6013,0.78,489.22,food,2017-04-25,bread
6014,7.07,45.41,clothing,2015-07-20,underwear
6015,5.87,434.26,clothing,2015-07-13,dress
